url,image_url,width,height,aspect_ratio,status
https://www.nutriclub.co.id/artikel/kesehatan/7-9-bulan/keunggulan-formula-asam-amino-untuk-bayi-alergi-susu-sapi,https://www.nutriclub.co.id/articles/image/image-thumb__1713__banner-detail-desktop/keunggulan-formula-asam-amino-untuk-bayi-alergi-susu-sapi_large.webp,700,278,2.52,OK
https://www.nutriclub.co.id/artikel/imunitas/0-3-bulan/cara-mengobati-alergi-pada-bayi,https://www.nutriclub.co.id/articles/alergi/bayi/image-thumb__6159__banner-detail-desktop/cara%20mengobati%20alergi%20pada%20bayi-desktop.webp,1349,370,3.65,OK
https://www.nutriclub.co.id/artikel/kesehatan/7-9-bulan/kenali-intoleransi-laktosa-pada-bayi,https://www.nutriclub.co.id/articles/image/image-thumb__735__banner-detail-desktop/kenali-intoleransi-laktosa-pada-bayi_large.webp,700,278,2.52,OK
https://www.nutriclub.co.id/artikel/imunitas/4-6-bulan/panduan-mpasi-untuk-cegah-alergi-si-kecil,https://www.nutriclub.co.id/_default_upload_bucket/image-thumb__441300__banner-detail-desktop/panduan-mpasi-untuk-cegah-alergi-si-kecil-nutriclub-desktop.webp,900,370,2.43,OK
https://www.nutriclub.co.id/artikel/imunitas/0-3-bulan/penyebab-alergi-pada-bayi,https://www.nutriclub.co.id/_default_upload_bucket/image-thumb__430588__banner-detail-desktop/penyebab-alergi-pada-bayi-nutriclub-desktop.webp,900,370,2.43,OK
https://www.nutriclub.co.id/artikel/imunitas/4-6-bulan/gangguan-nutrisi-dan-tumbuh-kembang-pada-bayi-alergi,https://www.nutriclub.co.id/articles/image/image-thumb__902__banner-detail-desktop/gangguan-nutrisi-dan-tumbuh-kembang-pada-bayi-alergi_large.webp,700,278,2.52,OK
https://www.nutriclub.co.id/artikel/kesehatan/menyusui/20-penyebab-berkurangnya-produksi-asi,https://www.nutriclub.co.id/_default_upload_bucket/image-thumb__259167__banner-detail-desktop/penyebab-berkurangnya-produksi-asi-nutriclub.webp,1400,320,4.38,OK
https://www.nutriclub.co.id/artikel/tips/untuk-mama/5-langkah-menyusui-si-kecil,https://www.nutriclub.co.id/articles/image/image-thumb__1007__banner-detail-desktop/5-langkah-menyusui-si-kecil_large.webp,700,278,2.52,OK
https://www.nutriclub.co.id/artikel/tumbuh-kembang/1-tahun/cara-merawat-si-kecil-usia-1-tahun,https://www.nutriclub.co.id/articles/image/image-thumb__1100__banner-detail-desktop/cara-merawat-si-kecil-usia-1-tahun_large.webp,700,278,2.52,OK
https://www.nutriclub.co.id/artikel/kesehatan/menyusui/agar-ibu-tetap-bugar-dan-sehat-saat-menyusui,https://www.nutriclub.co.id/articles/image/image-thumb__1091__banner-detail-desktop/agar-ibu-tetap-bugar-dan-sehat-saat-menyusui_large.webp,700,278,2.52,OK
https://www.nutriclub.co.id/artikel/nutrisi/menyusui/apakah-pola-makan-ibu-memengaruhi-asi,https://www.nutriclub.co.id/articles/image/image-thumb__630__banner-detail-desktop/apakah-pola-makan-ibu-memengaruhi-asi_large.webp,700,278,2.52,OK
https://www.nutriclub.co.id/artikel/kesehatan/persalinan-normal/aturan-berhubungan-intim-setelah-melahirkan,https://www.nutriclub.co.id/_default_upload_bucket/image-thumb__2140__banner-detail-desktop/aturan-berhubungan-intim-setelah-melahirkan.webp,500,199,2.51,OK
https://www.nutriclub.co.id/artikel/kesehatan/persalinan-normal/baby-blues-penyebab-dan-cara-mengatasinya,https://www.nutriclub.co.id/_default_upload_bucket/image-thumb__2093__banner-detail-desktop/baby-blues-penyebab-dan-cara-mengatasinya_1.webp,500,199,2.51,OK
https://www.nutriclub.co.id/artikel/nutrisi/menyusui/beda-kebutuhan-nutrisi-ibu-hamil-dan-nutrisi-ibu-menyusui,https://www.nutriclub.co.id/_default_upload_bucket/image-thumb__2081__banner-detail-desktop/beda-kebutuhan-nutrisi-ibu-hamil-dan-nutrisi-ibu-menyusui_1.webp,500,199,2.51,OK
https://www.nutriclub.co.id/artikel/tips/untuk-mama/biaya-operasi-caesar,https://www.nutriclub.co.id/articles/kehamilan/image-thumb__6120__banner-detail-desktop/biaya%20operasi%20caesar-desktop.webp,1349,370,3.65,OK
https://www.nutriclub.co.id/artikel/kesehatan/persalinan-normal/bila-ibu-harus-diinduksi,https://www.nutriclub.co.id/_default_upload_bucket/image-thumb__2197__banner-detail-desktop/bila-ibu-harus-diinduksi.webp,500,199,2.51,OK
https://www.nutriclub.co.id/artikel/nutrisi/trimester-1/7-nutrisi-kehamilan,https://www.nutriclub.co.id/articles/kehamilan/image-thumb__5824__banner-detail-desktop/makanan-nutrisi-saat-hamil.webp,700,463,1.51,OK
https://www.nutriclub.co.id/artikel/nutrisi/trimester-1/9-tips-untuk-mencukupi-kebutuhan-nutrisi-ibu-hamil,https://www.nutriclub.co.id/articles/image/image-thumb__69__banner-detail-desktop/9-tips-untuk-mencukupi-kebutuhan-nutrisi-ibu-hamil_large.webp,700,278,2.52,OK
https://www.nutriclub.co.id/artikel/kesehatan/menyusui/cara-memerah-asi-dan-menyimpan-asi,https://www.nutriclub.co.id/_default_upload_bucket/image-thumb__3455__banner-detail-desktop/depresi-pasca-melahirkan_700x278_.webp,700,278,2.52,OK
https://www.nutriclub.co.id/artikel/kesehatan/persalinan-normal/cara-mengatasi-baby-blues,https://www.nutriclub.co.id/articles/Prematur/image-thumb__3407__banner-detail-desktop/cara-mengatasi-baby-blues-pada-kelahiran-prematur_large.webp,700,278,2.52,OK
https://www.nutriclub.co.id/artikel/tips/untuk-mama/cara-mengelola-waktu-mama-baru,https://www.nutriclub.co.id/articles/new/image-thumb__5912__banner-detail-desktop/7%20Tips%20Mengelola%20Waktu%20bagi%20Mama%20Baru.webp,800,533,1.5,OK
https://www.nutriclub.co.id/artikel/nutrisi/trimester-1/cukupi-nutrisi-ini-selama-hamil-agar-si-kecil-terhindar-dari-alergi,https://www.nutriclub.co.id/articles/image/image-thumb__3547__banner-detail-desktop/Cukupi-Nutrisi-Ini-Selama-Hamil-agar-Si-Kecil-Terhindar-dari-Alergi-large.webp,1349,370,3.65,OK
https://www.nutriclub.co.id/artikel/kesehatan/menyusui/cara-mudah-agar-asi-berkualitas-dan-banyak,https://www.nutriclub.co.id/HIC/article/asi/image-thumb__5605__banner-detail-desktop/Agar%20ASI%20Berkualitas%20dan%20Banyak%2C%20Cek%207%20Cara%20Mudah%20Berikut%20Ini%21.webp,700,278,2.52,OK
https://www.nutriclub.co.id/artikel/imunitas/persalinan-caesar/dampak-operasi-caesar-terhadap-daya-tahan-tubuh-bayi,https://www.nutriclub.co.id/_default_upload_bucket/image-thumb__353473__banner-detail-desktop/dampak-operasi-caesar-terhadap-daya-tahan-tubuh-bayi-nutriclub-desktop.webp,1400,320,4.38,OK
https://www.nutriclub.co.id/artikel/kesehatan/persalinan-normal/depresi-pasca-melahirkan,https://www.nutriclub.co.id/articles/image/image-thumb__810__banner-detail-desktop/depresi-pasca-melahirkan_large.webp,700,278,2.52,OK
https://www.nutriclub.co.id/artikel/tips/untuk-mama/dukung-pemberian-asi-eksklusif-dengan-pompa-asi-yang-tepat,https://www.nutriclub.co.id/articles/image/image-thumb__917__banner-detail-desktop/dukung-pemberian-asi-eksklusif-dengan-pompa-asi-yang-tepat_large.webp,700,278,2.52,OK
https://www.nutriclub.co.id/artikel/kesehatan/persalinan-caesar/efek-samping-operasi-caesar-jangka-panjang,https://www.nutriclub.co.id/articles/new/image-thumb__6416__banner-detail-desktop/efek-jangka-panjang-caesar.webp,1200,445,2.7,OK
https://www.nutriclub.co.id/artikel/nutrisi/menyusui/fenugreek-tanaman-peningkat-produksi-asi,https://www.nutriclub.co.id/_default_upload_bucket/image-thumb__2084__banner-detail-desktop/fenugreek-tanaman-peningkat-produksi-asi_1.webp,500,199,2.51,OK
https://www.nutriclub.co.id/artikel/kesehatan/menyusui/hal-hal-yang-perlu-diperhatikan-saat-menyusui,https://www.nutriclub.co.id/articles/image/image-thumb__986__banner-detail-desktop/hal-hal-yang-perlu-diperhatikan-saat-menyusui_large.pjpeg,700,278,2.52,OK
https://www.nutriclub.co.id/artikel/kesehatan/menyusui/hamil-lagi-saat-menyusui-bolehkah,https://www.nutriclub.co.id/_default_upload_bucket/image-thumb__1897__banner-detail-desktop/hamil-lagi-saat-menyusui-bolehkah.pjpeg,700,278,2.52,OK
https://www.nutriclub.co.id/artikel/tips/untuk-mama/ibu-butuh-waktu-untuk-sendirian,https://www.nutriclub.co.id/articles/image/image-thumb__974__banner-detail-desktop/ibu-butuh-waktu-untuk-sendirian_large.webp,700,278,2.52,OK
https://www.nutriclub.co.id/artikel/kesehatan/menyusui/ibu-dan-masa-laktasi,https://www.nutriclub.co.id/_default_upload_bucket/image-thumb__1963__banner-detail-desktop/ibu-dan-masa-laktasi.webp,500,199,2.51,OK
https://www.nutriclub.co.id/artikel/kesehatan/persalinan-normal/informasi-lengkap-seputar-mastitis,https://www.nutriclub.co.id/articles/image/image-thumb__881__banner-detail-desktop/informasi-lengkap-seputar-mastitis_large.webp,700,278,2.52,OK
